Nuovo Codice Prestazione Catalogo,Nuova Descrizione Prestazione,Accesso,Numero Prestazioni Erogate,Descrizione Completa Prestazione,Frequenza Erogazione
8046,Streptococcus Agalactiae Esame Colturale Tampone Vaginorettale,02Prestazioni Su Ricettario Diverso Da Ssn,49,8046  Streptococcus Agalactiae Esame Colturale Tampone Vaginorettale  02Prestazioni Su Ricettario Diverso Da Ssn,Media
8046,Streptococcus Agalactiae Tampone Vaginorettale Esame Colturale,02Prestazioni Su Ricettario Diverso Da Ssn,524,8046  Streptococcus Agalactiae Tampone Vaginorettale Esame Colturale  02Prestazioni Su Ricettario Diverso Da Ssn,Alta
8049,Test Di Aggregazione Piastrinica Acido Arachidonico 166 Mmoll Sangue,02Prestazioni Su Ricettario Diverso Da Ssn,1,8049  Test Di Aggregazione Piastrinica Acido Arachidonico 166 Mmoll Sangue  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8050,Test Di Aggregazione Piastrinica Adp10 Umoll Sangue,02Prestazioni Su Ricettario Diverso Da Ssn,1,8050  Test Di Aggregazione Piastrinica Adp10 Umoll Sangue  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8051,Test Di Aggregazione Piastrinica Collageno 10 Mgl Sangue,02Prestazioni Su Ricettario Diverso Da Ssn,1,8051  Test Di Aggregazione Piastrinica Collageno 10 Mgl Sangue  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8053,Test Di Aggregazione Piastrinica Ristocetina 06 Gl Ripa Sangue,02Prestazioni Su Ricettario Diverso Da Ssn,1,8053  Test Di Aggregazione Piastrinica Ristocetina 06 Gl Ripa Sangue  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8054,Test Di Aggregazione Piastrinica Ristocetina 12 Gl Ripa Sangue,02Prestazioni Su Ricettario Diverso Da Ssn,1,8054  Test Di Aggregazione Piastrinica Ristocetina 12 Gl Ripa Sangue  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8248,Autoimmunita Profilo Per Connettiviti Immunoblotting Sieroplasma,02Prestazioni Su Ricettario Diverso Da Ssn,3,8248  Autoimmunita Profilo Per Connettiviti Immunoblotting Sieroplasma  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8251,Autoimmunita Profilo Per Sclerodermia Immunoblotting Sieroplasma,02Prestazioni Su Ricettario Diverso Da Ssn,2,8251  Autoimmunita Profilo Per Sclerodermia Immunoblotting Sieroplasma  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8255,Autoimmunita Per Sospetta Connettivite Uctd Mctd Sclerodermia Ss Anaenadsdna Compresi Eventuali Approfondimenti,02Prestazioni Su Ricettario Diverso Da Ssn,2,8255  Autoimmunita Per Sospetta Connettivite Uctd Mctd Sclerodermia Ss Anaenadsdna Compresi Eventuali Approfondimenti  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8256,Autoimmunita Per Sospetta Sindrome Antifosfolipidi Aps Anaenadsdnadsdnaifi Anticardiolipina Igg E Igm Antibeta2Glicoproteinai Igg E Igm Lac Sieroplasma Compresi Eventuali Approfondimenti,02Prestazioni Su Ricettario Diverso Da Ssn,1,8256  Autoimmunita Per Sospetta Sindrome Antifosfolipidi Aps Anaenadsdnadsdnaifi Anticardiolipina Igg E Igm Antibeta2Glicoproteinai Igg E Igm Lac Sieroplasma Compresi Eventuali Approfondimenti  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8256,Autoimmunita Per Sospetta Sindrome Antifosfolipidi Aps Sieroplasma,02Prestazioni Su Ricettario Diverso Da Ssn,3,8256  Autoimmunita Per Sospetta Sindrome Antifosfolipidi Aps Sieroplasma  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8259,Batteri Aerobi E Lieviti Patogeni Piaga Da Decubito Coltura,02Prestazioni Su Ricettario Diverso Da Ssn,2,8259  Batteri Aerobi E Lieviti Patogeni Piaga Da Decubito Coltura  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8271,Bilirubina Diretta Sieroplasma,02Prestazioni Su Ricettario Diverso Da Ssn,577,8271  Bilirubina Diretta Sieroplasma  02Prestazioni Su Ricettario Diverso Da Ssn,Alta
8286,Cytomegalovirus Cmv Anticorpi Reflex Test Iggigmapprofondimento Sieroplasma,02Prestazioni Su Ricettario Diverso Da Ssn,671,8286  Cytomegalovirus Cmv Anticorpi Reflex Test Iggigmapprofondimento Sieroplasma  02Prestazioni Su Ricettario Diverso Da Ssn,Alta
8320,Hlab57 Tipizzazione Genomica Sangue,02Prestazioni Su Ricettario Diverso Da Ssn,1,8320  Hlab57 Tipizzazione Genomica Sangue  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8352,Plgf Placental Grow Factor Sieroplasma,02Prestazioni Su Ricettario Diverso Da Ssn,521,8352  Plgf Placental Grow Factor Sieroplasma  02Prestazioni Su Ricettario Diverso Da Ssn,Alta
8359,Ricerca Batteri Produttori Di Carbapenemasi Esame Colturale Tampone Rettale,02Prestazioni Su Ricettario Diverso Da Ssn,542,8359  Ricerca Batteri Produttori Di Carbapenemasi Esame Colturale Tampone Rettale  02Prestazioni Su Ricettario Diverso Da Ssn,Alta
8359,Ricerca Batteri Produttori Di Carbapenemasi Tampone Rettale Esame Colturale Per Monitoraggio,02Prestazioni Su Ricettario Diverso Da Ssn,4374,8359  Ricerca Batteri Produttori Di Carbapenemasi Tampone Rettale Esame Colturale Per Monitoraggio  02Prestazioni Su Ricettario Diverso Da Ssn,Alta
8360,Rosolia Anticorpi Reflex Test Iggigmapprofondimento Sieroplasma,02Prestazioni Su Ricettario Diverso Da Ssn,18,8360  Rosolia Anticorpi Reflex Test Iggigmapprofondimento Sieroplasma  02Prestazioni Su Ricettario Diverso Da Ssn,Media
8364,Tempo Di Protrombina Per Tao Inr Plasma,02Prestazioni Su Ricettario Diverso Da Ssn,5,8364  Tempo Di Protrombina Per Tao Inr Plasma  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8365,Test Di Mixing Ptt Plasma,02Prestazioni Su Ricettario Diverso Da Ssn,100,8365  Test Di Mixing Ptt Plasma  02Prestazioni Su Ricettario Diverso Da Ssn,Alta
8373,Tipizzazione Immunofenotipica Per  Patologia  Linfoproliferativa  Compresi Eventuali Approfondimenti,02Prestazioni Su Ricettario Diverso Da Ssn,1,8373  Tipizzazione Immunofenotipica Per  Patologia  Linfoproliferativa  Compresi Eventuali Approfondimenti  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8377,Toxoplasma Anticorpi Reflex Test Iggigmapprofondimento Sieroplasma,02Prestazioni Su Ricettario Diverso Da Ssn,782,8377  Toxoplasma Anticorpi Reflex Test Iggigmapprofondimento Sieroplasma  02Prestazioni Su Ricettario Diverso Da Ssn,Alta
8378,Troponina T Sieroplasma,02Prestazioni Su Ricettario Diverso Da Ssn,226,8378  Troponina T Sieroplasma  02Prestazioni Su Ricettario Diverso Da Ssn,Alta
8411,Attivita Endotossinica Sieroplasma,02Prestazioni Su Ricettario Diverso Da Ssn,1,8411  Attivita Endotossinica Sieroplasma  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8441,Batteri Aerobi E Lieviti Patogeni Liquido Biologico Generico Coltura,02Prestazioni Su Ricettario Diverso Da Ssn,136,8441  Batteri Aerobi E Lieviti Patogeni Liquido Biologico Generico Coltura  02Prestazioni Su Ricettario Diverso Da Ssn,Alta
8441,Esame Colturale Campioni  Biologici Diversi Nas Ricerca Completa Batteri E Lieviti Patogeni Se Positivo Incluso Identificazione E Antibiogramma Sui Patogeni,02Prestazioni Su Ricettario Diverso Da Ssn,10,8441  Esame Colturale Campioni  Biologici Diversi Nas Ricerca Completa Batteri E Lieviti Patogeni Se Positivo Incluso Identificazione E Antibiogramma Sui Patogeni  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8499,Batteri Aerobi E Lieviti Esame Colturale Urina Da Mitto Intermedio,02Prestazioni Su Ricettario Diverso Da Ssn,17,8499  Batteri Aerobi E Lieviti Esame Colturale Urina Da Mitto Intermedio  02Prestazioni Su Ricettario Diverso Da Ssn,Media
8509,Batteri Anaerobi Liquido Biologico Generico Coltura,02Prestazioni Su Ricettario Diverso Da Ssn,134,8509  Batteri Anaerobi Liquido Biologico Generico Coltura  02Prestazioni Su Ricettario Diverso Da Ssn,Alta
8509,Esame Colturale Campioni  Biologici Diversi Nas Ricerca Completa Batteri E Lieviti Patogeni Se Positivo Incluso Identificazione E Antibiogramma Sui Patogeni,02Prestazioni Su Ricettario Diverso Da Ssn,9,8509  Esame Colturale Campioni  Biologici Diversi Nas Ricerca Completa Batteri E Lieviti Patogeni Se Positivo Incluso Identificazione E Antibiogramma Sui Patogeni  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8683,Pcr Multiplex Determinanti Di Resistenza Tampone Rettale,02Prestazioni Su Ricettario Diverso Da Ssn,7,8683  Pcr Multiplex Determinanti Di Resistenza Tampone Rettale  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8683,Pcr Multiplex Real Time Per Determinanti Di Resistenza Materiale Vario,02Prestazioni Su Ricettario Diverso Da Ssn,92,8683  Pcr Multiplex Real Time Per Determinanti Di Resistenza Materiale Vario  02Prestazioni Su Ricettario Diverso Da Ssn,Media
8740,Test Di Mixing Pt Plasma,02Prestazioni Su Ricettario Diverso Da Ssn,74,8740  Test Di Mixing Pt Plasma  02Prestazioni Su Ricettario Diverso Da Ssn,Media
8753,Test Di Stimolo Alla Secretina,02Prestazioni Su Ricettario Diverso Da Ssn,1,8753  Test Di Stimolo Alla Secretina  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8766,Test Di Aggregazione Piastrinica Adp5 Umoll Sangue,02Prestazioni Su Ricettario Diverso Da Ssn,1,8766  Test Di Aggregazione Piastrinica Adp5 Umoll Sangue  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8767,Test Di Aggregazione Piastrinica Adrenalinaepinefrina 5Umoll Sangue,02Prestazioni Su Ricettario Diverso Da Ssn,1,8767  Test Di Aggregazione Piastrinica Adrenalinaepinefrina 5Umoll Sangue  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8835,Anticorpi Anti Sarscov2 Igg Sieroplasma,02Prestazioni Su Ricettario Diverso Da Ssn,121,8835  Anticorpi Anti Sarscov2 Igg Sieroplasma  02Prestazioni Su Ricettario Diverso Da Ssn,Alta
8835,Sarscov2 Igg Sieroplasma,02Prestazioni Su Ricettario Diverso Da Ssn,11,8835  Sarscov2 Igg Sieroplasma  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8837,Anticorpi Anti Sarscov2 Igm Sieroplasma,02Prestazioni Su Ricettario Diverso Da Ssn,1,8837  Anticorpi Anti Sarscov2 Igm Sieroplasma  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8845,Test Antigene Laboratorio Sarscov2 Tampone Nasofaringeo,02Prestazioni Su Ricettario Diverso Da Ssn,20,8845  Test Antigene Laboratorio Sarscov2 Tampone Nasofaringeo  02Prestazioni Su Ricettario Diverso Da Ssn,Media
8850,Test Rapido Antigene Sarscov2 Tampone Nasale,02Prestazioni Su Ricettario Diverso Da Ssn,1,8850  Test Rapido Antigene Sarscov2 Tampone Nasale  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8856,,02Prestazioni Su Ricettario Diverso Da Ssn,11,8856    02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8856,Anticorpi  Anti Spike  Sars Cov2  Igg Test Quantitativo Operatori Sanitari,02Prestazioni Su Ricettario Diverso Da Ssn,121,8856  Anticorpi  Anti Spike  Sars Cov2  Igg Test Quantitativo Operatori Sanitari  02Prestazioni Su Ricettario Diverso Da Ssn,Alta
8875,Anticorpi Anti Recettore Nicotinico Nachr Sieroplasma,02Prestazioni Su Ricettario Diverso Da Ssn,1,8875  Anticorpi Anti Recettore Nicotinico Nachr Sieroplasma  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
8886,Epatite B Virus Hbv Antigene Hbs Hbsag Qualitativo Sieroplasma,02Prestazioni Su Ricettario Diverso Da Ssn,2177,8886  Epatite B Virus Hbv Antigene Hbs Hbsag Qualitativo Sieroplasma  02Prestazioni Su Ricettario Diverso Da Ssn,Alta
9G41,Scintigrafia Tiroidea,02Prestazioni Su Ricettario Diverso Da Ssn,2,9G41  Scintigrafia Tiroidea  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
9H11,Pet Globale Corporea Con 18Ffdg,02Prestazioni Su Ricettario Diverso Da Ssn,1,9H11  Pet Globale Corporea Con 18Ffdg  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
B1089,Visita Cardiologica Incluso Ecg,02Prestazioni Su Ricettario Diverso Da Ssn,6,B1089  Visita Cardiologica Incluso Ecg  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
Kba022,Batteri Aerobi Anaerobi E Lieviti Esame Colturale Tampone Ferita Profonda,02Prestazioni Su Ricettario Diverso Da Ssn,1,Kba022  Batteri Aerobi Anaerobi E Lieviti Esame Colturale Tampone Ferita Profonda  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
Kba026,Batteri Aerobi Anaerobi E Lieviti Esame Colturale Liquido Sinoviale,02Prestazioni Su Ricettario Diverso Da Ssn,2,Kba026  Batteri Aerobi Anaerobi E Lieviti Esame Colturale Liquido Sinoviale  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
Kcc017,Bilirubina Reflex Sieroplasma,02Prestazioni Su Ricettario Diverso Da Ssn,1,Kcc017  Bilirubina Reflex Sieroplasma  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
Kcc053,Proteine Totali  Raccolta 24H Urina,02Prestazioni Su Ricettario Diverso Da Ssn,1,Kcc053  Proteine Totali  Raccolta 24H Urina  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
Kor003,Hcg Frazione Libera E Pappa Sieroplasma,02Prestazioni Su Ricettario Diverso Da Ssn,71,Kor003  Hcg Frazione Libera E Pappa Sieroplasma  02Prestazioni Su Ricettario Diverso Da Ssn,Media
Ksi024,Treponema Pallidum Anticorpi Eiaclia Eo Tpha Tppa Pi  Vdrl Rpr Incluso Eventuale Titolazione Ed Eventuale Immunoblotting Sieroplasma,02Prestazioni Su Ricettario Diverso Da Ssn,13,Ksi024  Treponema Pallidum Anticorpi Eiaclia Eo Tpha Tppa Pi  Vdrl Rpr Incluso Eventuale Titolazione Ed Eventuale Immunoblotting Sieroplasma  02Prestazioni Su Ricettario Diverso Da Ssn,Media
Ksi087,Epatite B Virus Hbv Antigene Hbsag  Anticorpi Anti Hbsag  Anticorpi Anti Hbcag Pi  Eventuali Test Reflex,02Prestazioni Su Ricettario Diverso Da Ssn,9,Ksi087  Epatite B Virus Hbv Antigene Hbsag  Anticorpi Anti Hbsag  Anticorpi Anti Hbcag Pi  Eventuali Test Reflex  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
Ksi117,Parvovirus B19 Anticorpi Igg E Igm Sieroplasma,02Prestazioni Su Ricettario Diverso Da Ssn,1,Ksi117  Parvovirus B19 Anticorpi Igg E Igm Sieroplasma  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
L003,,02Prestazioni Su Ricettario Diverso Da Ssn,123,L003    02Prestazioni Su Ricettario Diverso Da Ssn,Alta
P002,Profilo Autoimmunita  Connettiviti,02Prestazioni Su Ricettario Diverso Da Ssn,1,P002  Profilo Autoimmunita  Connettiviti  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
P006,Profilo Autoimmunita  Epatica,02Prestazioni Su Ricettario Diverso Da Ssn,1,P006  Profilo Autoimmunita  Epatica  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
Xxx8009,,02Prestazioni Su Ricettario Diverso Da Ssn,767,Xxx8009    02Prestazioni Su Ricettario Diverso Da Ssn,Alta
Xxx8010,,02Prestazioni Su Ricettario Diverso Da Ssn,523,Xxx8010    02Prestazioni Su Ricettario Diverso Da Ssn,Alta
Xxx8051,,02Prestazioni Su Ricettario Diverso Da Ssn,39,Xxx8051    02Prestazioni Su Ricettario Diverso Da Ssn,Media
Xxx8052,,02Prestazioni Su Ricettario Diverso Da Ssn,70,Xxx8052    02Prestazioni Su Ricettario Diverso Da Ssn,Media
Xxx8335,,02Prestazioni Su Ricettario Diverso Da Ssn,59,Xxx8335    02Prestazioni Su Ricettario Diverso Da Ssn,Media
Xxx8347,,02Prestazioni Su Ricettario Diverso Da Ssn,6,Xxx8347    02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
Xxx8405,,02Prestazioni Su Ricettario Diverso Da Ssn,1,Xxx8405    02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
Z96001,Altra Irrigazione Di Ferita Per Seduta Ciclo Fino Ad Un Massimo Di 8 Sedute,02Prestazioni Su Ricettario Diverso Da Ssn,1,Z96001  Altra Irrigazione Di Ferita Per Seduta Ciclo Fino Ad Un Massimo Di 8 Sedute  02Prestazioni Su Ricettario Diverso Da Ssn,Bassa
Z96001,Medicazione Di Ferita,02Prestazioni Su Ricettario Diverso Da Ssn,15,Z96001  Medicazione Di Ferita  02Prestazioni Su Ricettario Diverso Da Ssn,Media
1009,Visita Tossicologica,03Accesso Diretto,1,1009  Visita Tossicologica  03Accesso Diretto,Bassa
1018,Prima Visita Escluso Le Prime Visite Specificamente Codificate,03Accesso Diretto,1,1018  Prima Visita Escluso Le Prime Visite Specificamente Codificate  03Accesso Diretto,Bassa
1018,Visita Psichiatrica,03Accesso Diretto,165,1018  Visita Psichiatrica  03Accesso Diretto,Alta
1022,Visita Pneumologica,03Accesso Diretto,1,1022  Visita Pneumologica  03Accesso Diretto,Bassa
1024,Visita Per Prescrizioni Ausili E Protesi,03Accesso Diretto,2,1024  Visita Per Prescrizioni Ausili E Protesi  03Accesso Diretto,Bassa
1026,Visita Per Piede Diabetico,03Accesso Diretto,33,1026  Visita Per Piede Diabetico  03Accesso Diretto,Media
1027,Visita Per Osteoporosi,03Accesso Diretto,1,1027  Visita Per Osteoporosi  03Accesso Diretto,Bassa
1034,Visita Otorinolaringoiatrica,03Accesso Diretto,2,1034  Visita Otorinolaringoiatrica  03Accesso Diretto,Bassa
1035,Visita Ortopedica,03Accesso Diretto,1,1035  Visita Ortopedica  03Accesso Diretto,Bassa
1037,Visita Oncologica,03Accesso Diretto,57,1037  Visita Oncologica  03Accesso Diretto,Media
1038,Visita Odontostomatologica,03Accesso Diretto,1192,1038  Visita Odontostomatologica  03Accesso Diretto,Alta
1039,Visita Oculisticaesame Complessivo Dellocchio,03Accesso Diretto,19,1039  Visita Oculisticaesame Complessivo Dellocchio  03Accesso Diretto,Media
1042,Visita Neurologica,03Accesso Diretto,2,1042  Visita Neurologica  03Accesso Diretto,Bassa
1043,Visita Neurochirurgica,03Accesso Diretto,2,1043  Visita Neurochirurgica  03Accesso Diretto,Bassa
1050,Visita Medicina Interna,03Accesso Diretto,3,1050  Visita Medicina Interna  03Accesso Diretto,Bassa
1052,Visita Infettivologica,03Accesso Diretto,2,1052  Visita Infettivologica  03Accesso Diretto,Bassa
1056,Visita Ginecologica,03Accesso Diretto,189,1056  Visita Ginecologica  03Accesso Diretto,Alta
1059,Visita Genetica Medica,03Accesso Diretto,1,1059  Visita Genetica Medica  03Accesso Diretto,Bassa
1060,Visita Gastroenterologica,03Accesso Diretto,1,1060  Visita Gastroenterologica  03Accesso Diretto,Bassa
1063,Visita Epatologica,03Accesso Diretto,1,1063  Visita Epatologica  03Accesso Diretto,Bassa
1064,Prima Visita Escluso Le Prime Visite Specificamente Codificate,03Accesso Diretto,3,1064  Prima Visita Escluso Le Prime Visite Specificamente Codificate  03Accesso Diretto,Bassa
1064,Visita Endocrinologica,03Accesso Diretto,10,1064  Visita Endocrinologica  03Accesso Diretto,Bassa
1066,Visita Diabetologica,03Accesso Diretto,131,1066  Visita Diabetologica  03Accesso Diretto,Alta
1070,Visita Di Nutrizione Clinica,03Accesso Diretto,1,1070  Visita Di Nutrizione Clinica  03Accesso Diretto,Bassa
1074,Visita Di Chirurgia Plastica,03Accesso Diretto,6,1074  Visita Di Chirurgia Plastica  03Accesso Diretto,Bassa
1075,Visita Maxillo Facciale,03Accesso Diretto,1,1075  Visita Maxillo Facciale  03Accesso Diretto,Bassa
1080,Visita Dermatologica,03Accesso Diretto,1,1080  Visita Dermatologica  03Accesso Diretto,Bassa
1085,Visita Chirurgica,03Accesso Diretto,2,1085  Visita Chirurgica  03Accesso Diretto,Bassa
1086,Visita Chirurgia Della Mano,03Accesso Diretto,3,1086  Visita Chirurgia Della Mano  03Accesso Diretto,Bassa
1088,Visita Coagulopatie,03Accesso Diretto,2,1088  Visita Coagulopatie  03Accesso Diretto,Bassa
1089,Visita Cardiologica,03Accesso Diretto,13,1089  Visita Cardiologica  03Accesso Diretto,Media
1094,Visita Anestesiologica,03Accesso Diretto,36,1094  Visita Anestesiologica  03Accesso Diretto,Media
1103,Visita Algologica,03Accesso Diretto,2,1103  Visita Algologica  03Accesso Diretto,Bassa
1113,Visita Di Medicina Complementare Agopuntura,03Accesso Diretto,11,1113  Visita Di Medicina Complementare Agopuntura  03Accesso Diretto,Bassa
1114,Visita Di Controllo Urologica,03Accesso Diretto,52,1114  Visita Di Controllo Urologica  03Accesso Diretto,Media
1123,Visita Di Controllo Senologica,03Accesso Diretto,3,1123  Visita Di Controllo Senologica  03Accesso Diretto,Bassa
1129,Visita Di Controllo Psichiatrica,03Accesso Diretto,13,1129  Visita Di Controllo Psichiatrica  03Accesso Diretto,Media
1132,Visita Di Controllo Per Piede Diabetico,03Accesso Diretto,18,1132  Visita Di Controllo Per Piede Diabetico  03Accesso Diretto,Media
1137,Visita Di Controllo Per Cefalee,03Accesso Diretto,2,1137  Visita Di Controllo Per Cefalee  03Accesso Diretto,Bassa
1141,Visita Di Controllo Osteoporosi,03Accesso Diretto,4,1141  Visita Di Controllo Osteoporosi  03Accesso Diretto,Bassa
1144,Visita Di Controllo Oncologica,03Accesso Diretto,66,1144  Visita Di Controllo Oncologica  03Accesso Diretto,Media
1145,Visita Di Controllo Odontostomatologica,03Accesso Diretto,6,1145  Visita Di Controllo Odontostomatologica  03Accesso Diretto,Bassa
1148,Visita Di Controllo Oculistica,03Accesso Diretto,125,1148  Visita Di Controllo Oculistica  03Accesso Diretto,Alta
1153,Visita Di Controllo Neurologica,03Accesso Diretto,1,1153  Visita Di Controllo Neurologica  03Accesso Diretto,Bassa
1158,Visita Di Controllo Medicina Interna,03Accesso Diretto,4,1158  Visita Di Controllo Medicina Interna  03Accesso Diretto,Bassa
1164,Visita Di Controllo Ginecologica,03Accesso Diretto,10,1164  Visita Di Controllo Ginecologica  03Accesso Diretto,Bassa
1172,Visita Di Controllo Di Routine O Di Follow Up Escluso Le Visite Di Controllo Specificamente Codificate,03Accesso Diretto,13,1172  Visita Di Controllo Di Routine O Di Follow Up Escluso Le Visite Di Controllo Specificamente Codificate  03Accesso Diretto,Media
1172,Visita Di Controllo Endocrinologica,03Accesso Diretto,181,1172  Visita Di Controllo Endocrinologica  03Accesso Diretto,Alta
1174,Visita Di Controllo Diabetologica,03Accesso Diretto,3192,1174  Visita Di Controllo Diabetologica  03Accesso Diretto,Alta
1181,Visita Di Controllo Colonproctologica,03Accesso Diretto,31,1181  Visita Di Controllo Colonproctologica  03Accesso Diretto,Media
1183,Visita Di Controllo Chirurgica,03Accesso Diretto,24,1183  Visita Di Controllo Chirurgica  03Accesso Diretto,Media
1185,Visita Di Controllo Chirurgia Plastica,03Accesso Diretto,1,1185  Visita Di Controllo Chirurgia Plastica  03Accesso Diretto,Bassa
1191,Visita Di Controllo Coagulopatie,03Accesso Diretto,32,1191  Visita Di Controllo Coagulopatie  03Accesso Diretto,Media
1200,Visita Di Controllo Algologica,03Accesso Diretto,2,1200  Visita Di Controllo Algologica  03Accesso Diretto,Bassa
1204,Ablazione Tartaro Manuale O Con Ultrasuoni  Arcate Complete,03Accesso Diretto,16,1204  Ablazione Tartaro Manuale O Con Ultrasuoni  Arcate Complete  03Accesso Diretto,Media
